Hotspot	hotspot_Chr	Merged_hotspots_cM	merged_Hotspot_QTL_count	hotspot_cM_center	str_genotype	pSTR	n_med_STR	n_tx	n_hs_eSTR	p1	hotspotpos
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13179	5	36	184	6.41025641025641	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13240	7	36	184	8.97435897435897	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13253	7	36	184	8.97435897435897	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13256	6	36	184	7.69230769230769	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13326	7	36	184	8.97435897435897	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13330	5	36	184	6.41025641025641	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13344	10	36	184	12.8205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13346	10	36	184	12.8205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13386	10	36	184	12.8205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13430	7	36	184	8.97435897435897	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13432	9	36	184	11.5384615384615	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13508	7	36	184	8.97435897435897	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13735	8	36	184	10.2564102564103	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13753	6	36	184	7.69230769230769	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13795	10	36	184	12.8205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13811	7	36	184	8.97435897435897	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13919	5	36	184	6.41025641025641	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13312	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13359	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12336	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12369	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12383	3	36	184	3.84615384615385	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12407	4	36	184	5.12820512820513	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12423	3	36	184	3.84615384615385	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12427	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12507	4	36	184	5.12820512820513	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12784	3	36	184	3.84615384615385	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13477	4	36	184	5.12820512820513	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13669	4	36	184	5.12820512820513	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13730	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13952	3	36	184	3.84615384615385	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13996	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_14010	3	36	184	3.84615384615385	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12296	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12514	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13000	3	36	184	3.84615384615385	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13042	4	36	184	5.12820512820513	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13062	3	36	184	3.84615384615385	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13066	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13247	4	36	184	5.12820512820513	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13720	5	36	184	6.41025641025641	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_14834	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_14857	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12721	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12829	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12901	3	36	184	3.84615384615385	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13455	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13602	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13639	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13695	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13708	3	36	184	3.84615384615385	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13792	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13870	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13886	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13931	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13959	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13962	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_14003	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_14018	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_14135	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_14164	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_14172	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12424	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12429	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12479	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12574	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12587	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12614	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12641	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12754	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12801	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13008	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13021	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13101	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13122	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13128	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13134	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13142	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13145	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13216	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13258	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13307	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13341	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13387	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13553	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13408	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13447	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13458	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13472	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13492	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13591	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13620	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13633	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13755	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13761	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13944	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13946	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13821	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13975	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12399	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12441	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12506	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13116	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13924	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12086	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12460	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13074	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13170	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13193	1	36	184	1.28205128205128	III_26.75
Yes	V	23, 23.5	35	23.25	factor_length	STR_23461	3	18	61	8.57142857142857	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_23867	2	18	61	5.71428571428571	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24090	2	18	61	5.71428571428571	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24091	4	18	61	11.4285714285714	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24097	7	18	61	20	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24154	2	18	61	5.71428571428571	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24200	7	18	61	20	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24333	9	18	61	25.7142857142857	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24349	8	18	61	22.8571428571429	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24399	5	18	61	14.2857142857143	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24405	7	18	61	20	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24456	3	18	61	8.57142857142857	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24534	6	18	61	17.1428571428571	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24537	7	18	61	20	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24546	12	18	61	34.2857142857143	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24622	5	18	61	14.2857142857143	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24734	2	18	61	5.71428571428571	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24788	1	18	61	2.85714285714286	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24912	1	18	61	2.85714285714286	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24544	1	18	61	2.85714285714286	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_23489	2	18	61	5.71428571428571	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24190	6	18	61	17.1428571428571	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24365	4	18	61	11.4285714285714	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24550	7	18	61	20	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24625	7	18	61	20	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24482	4	18	61	11.4285714285714	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24524	5	18	61	14.2857142857143	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24850	2	18	61	5.71428571428571	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_25088	2	18	61	5.71428571428571	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_22451	1	18	61	2.85714285714286	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_23048	1	18	61	2.85714285714286	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_23145	1	18	61	2.85714285714286	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_23295	1	18	61	2.85714285714286	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_23522	1	18	61	2.85714285714286	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24036	3	18	61	8.57142857142857	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24352	3	18	61	8.57142857142857	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24366	2	18	61	5.71428571428571	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24386	2	18	61	5.71428571428571	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24494	1	18	61	2.85714285714286	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24724	2	18	61	5.71428571428571	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24786	1	18	61	2.85714285714286	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_25134	2	18	61	5.71428571428571	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_25168	1	18	61	2.85714285714286	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24633	1	18	61	2.85714285714286	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24673	1	18	61	2.85714285714286	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24697	1	18	61	2.85714285714286	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24699	1	18	61	2.85714285714286	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24721	1	18	61	2.85714285714286	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24766	1	18	61	2.85714285714286	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24790	1	18	61	2.85714285714286	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24803	1	18	61	2.85714285714286	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24904	1	18	61	2.85714285714286	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24917	2	18	61	5.71428571428571	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_23205	1	18	61	2.85714285714286	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_23485	1	18	61	2.85714285714286	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_23869	1	18	61	2.85714285714286	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24042	2	18	61	5.71428571428571	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24899	1	18	61	2.85714285714286	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24301	1	18	61	2.85714285714286	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24316	1	18	61	2.85714285714286	V_23.25
Yes	V	23, 23.5	35	23.25	factor_length	STR_24022	1	18	61	2.85714285714286	V_23.25
Yes	X	15	20	15	factor_length	STR_28765	4	15	72	20	X_15
Yes	X	15	20	15	factor_length	STR_28832	6	15	72	30	X_15
Yes	X	15	20	15	factor_length	STR_29013	7	15	72	35	X_15
Yes	X	15	20	15	factor_length	STR_29015	6	15	72	30	X_15
Yes	X	15	20	15	factor_length	STR_29038	6	15	72	30	X_15
Yes	X	15	20	15	factor_length	STR_29088	10	15	72	50	X_15
Yes	X	15	20	15	factor_length	STR_29307	2	15	72	10	X_15
Yes	X	15	20	15	factor_length	STR_29449	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28787	4	15	72	20	X_15
Yes	X	15	20	15	factor_length	STR_28966	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_29006	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_29175	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_29537	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_29784	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_29802	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_29829	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_29832	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_29837	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_29855	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_29911	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_29920	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28123	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28147	2	15	72	10	X_15
Yes	X	15	20	15	factor_length	STR_28596	3	15	72	15	X_15
Yes	X	15	20	15	factor_length	STR_28840	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28843	2	15	72	10	X_15
Yes	X	15	20	15	factor_length	STR_29034	5	15	72	25	X_15
Yes	X	15	20	15	factor_length	STR_29077	6	15	72	30	X_15
Yes	X	15	20	15	factor_length	STR_29315	6	15	72	30	X_15
Yes	X	15	20	15	factor_length	STR_28519	4	15	72	20	X_15
Yes	X	15	20	15	factor_length	STR_28531	4	15	72	20	X_15
Yes	X	15	20	15	factor_length	STR_28533	2	15	72	10	X_15
Yes	X	15	20	15	factor_length	STR_29060	4	15	72	20	X_15
Yes	X	15	20	15	factor_length	STR_29599	3	15	72	15	X_15
Yes	X	15	20	15	factor_length	STR_29666	2	15	72	10	X_15
Yes	X	15	20	15	factor_length	STR_29729	2	15	72	10	X_15
Yes	X	15	20	15	factor_length	STR_29810	2	15	72	10	X_15
Yes	X	15	20	15	factor_length	STR_29851	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28195	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28197	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28201	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28214	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28215	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28234	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28238	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28247	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28248	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28253	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28294	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28300	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28404	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28408	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28437	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28441	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28449	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28462	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28468	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28476	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28508	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28757	2	15	72	10	X_15
Yes	X	15	20	15	factor_length	STR_28776	3	15	72	15	X_15
Yes	X	15	20	15	factor_length	STR_29281	2	15	72	10	X_15
Yes	X	15	20	15	factor_length	STR_28134	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28762	2	15	72	10	X_15
Yes	X	15	20	15	factor_length	STR_28863	2	15	72	10	X_15
Yes	X	15	20	15	factor_length	STR_28926	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28984	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28677	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28759	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_28941	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_29887	1	15	72	5	X_15
Yes	X	15	20	15	factor_length	STR_29995	1	15	72	5	X_15
Yes	I	8.5	14	8.5	NA	NA	NA	NA	NA	NA	NA
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18305	6	16	51	4.91803278688525	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18259	3	16	51	2.45901639344262	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18270	4	16	51	3.27868852459016	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18282	4	16	51	3.27868852459016	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18736	2	16	51	1.63934426229508	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18739	2	16	51	1.63934426229508	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18825	2	16	51	1.63934426229508	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18956	2	16	51	1.63934426229508	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_17777	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18094	2	16	51	1.63934426229508	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18142	2	16	51	1.63934426229508	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18151	2	16	51	1.63934426229508	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18158	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18288	2	16	51	1.63934426229508	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_17754	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_17762	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_17841	2	16	51	1.63934426229508	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18092	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18157	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18213	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18355	2	16	51	1.63934426229508	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_19067	5	16	51	4.0983606557377	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_19328	3	16	51	2.45901639344262	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18309	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18968	2	16	51	1.63934426229508	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_19021	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18361	2	16	51	1.63934426229508	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_17861	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_17872	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18254	2	16	51	1.63934426229508	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18400	2	16	51	1.63934426229508	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_19264	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_19355	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_19365	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_19387	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_19414	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_19475	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_19532	1	16	51	0.819672131147541	IV_27.75
