strain	Line	N_generation	N_pSTR	mutation	N_mutation	mutation_rate	gfeature
PB306	479	234	1066	insertions	3	6.01337374320489e-06	enhancer
PB306	479	234	5361	insertions	26	1.03629090758358e-05	intergenic
PB306	479	234	6792	insertions	36	1.1325541360877e-05	intron
PB306	479	234	429	insertions	1	4.98077421154344e-06	RNAs & TEs
PB306	479	234	1157	substitutions	30	5.54041176340226e-05	3'UTR
PB306	479	234	351	substitutions	5	3.04380646260988e-05	5'UTR
PB306	479	234	1437	substitutions	2	2.97390694050402e-06	CDS
PB306	479	234	1066	substitutions	3	6.01337374320489e-06	enhancer
PB306	479	234	5361	substitutions	145	5.77931467690841e-05	intergenic
PB306	479	234	6792	substitutions	226	7.1099231876617e-05	intron
PB306	479	234	1098	substitutions	8	1.55683215792505e-05	promoter
PB306	479	234	230	substitutions	6	5.57413600891862e-05	pseudogene
PB306	479	234	429	substitutions	4	1.99230968461738e-05	RNAs & TEs
PB306	480	222	1135	deletions	8	1.58749057427472e-05	3'UTR
PB306	480	222	1404	deletions	1	1.60416827083494e-06	CDS
PB306	480	222	1016	deletions	6	1.33007022770802e-05	enhancer
PB306	480	222	5231	deletions	39	1.67917870078069e-05	intergenic
PB306	480	222	6712	deletions	63	2.11400315691138e-05	intron
PB306	480	222	1040	deletions	4	8.66250866250866e-06	promoter
PB306	480	222	217	deletions	1	1.03790426371072e-05	pseudogene
PB306	480	222	398	deletions	3	1.69767757707456e-05	RNAs & TEs
PB306	480	222	1135	insertions	4	7.93745287137358e-06	3'UTR
PB306	480	222	1404	insertions	1	1.60416827083494e-06	CDS
PB306	480	222	1016	insertions	6	1.33007022770802e-05	enhancer
PB306	480	222	5231	insertions	39	1.67917870078069e-05	intergenic
PB306	480	222	6712	insertions	54	1.81200270592404e-05	intron
PB306	480	222	217	insertions	1	1.03790426371072e-05	pseudogene
PB306	480	222	398	insertions	1	5.65892525691521e-06	RNAs & TEs
PB306	480	222	1135	substitutions	32	6.34996229709886e-05	3'UTR
PB306	480	222	338	substitutions	3	1.99904046057892e-05	5'UTR
PB306	480	222	1404	substitutions	1	1.60416827083494e-06	CDS
PB306	480	222	1016	substitutions	6	1.33007022770802e-05	enhancer
PB306	480	222	5231	substitutions	159	6.8458823954905e-05	intergenic
PB306	480	222	6712	substitutions	276	9.26134716361176e-05	intron
PB306	480	222	1040	substitutions	11	2.38218988218988e-05	promoter
PB306	480	222	217	substitutions	7	7.26532984597501e-05	pseudogene
PB306	480	222	398	substitutions	8	4.52714020553217e-05	RNAs & TEs
PB306	481	220	1178	deletions	11	2.12224108658744e-05	3'UTR
PB306	481	220	348	deletions	2	1.30616509926855e-05	5'UTR
PB306	481	220	1426	deletions	1	1.59377789111309e-06	CDS
PB306	481	220	1048	deletions	12	2.60235947258848e-05	enhancer
PB306	481	220	5324	deletions	61	2.60398879857933e-05	intergenic
PB306	481	220	6768	deletions	110	3.69385342789598e-05	intron
PB306	481	220	1072	deletions	5	1.06004070556309e-05	promoter
PB306	481	220	225	deletions	4	4.04040404040404e-05	pseudogene
PB306	481	220	408	deletions	3	1.67112299465241e-05	RNAs & TEs
PB306	481	220	1178	insertions	1	1.92931007871585e-06	3'UTR
PB306	481	220	348	insertions	2	1.30616509926855e-05	5'UTR
PB306	481	220	1048	insertions	3	6.5058986814712e-06	enhancer
PB306	481	220	5324	insertions	31	1.32333856976982e-05	intergenic
PB306	481	220	6768	insertions	19	6.3802922845476e-06	intron
PB306	481	220	1072	insertions	2	4.24016282225237e-06	promoter
PB306	481	220	1178	substitutions	42	8.10310233060658e-05	3'UTR
PB306	481	220	348	substitutions	4	2.6123301985371e-05	5'UTR
PB306	481	220	1048	substitutions	8	1.73490631505899e-05	enhancer
PB306	481	220	5324	substitutions	155	6.61669284884912e-05	intergenic
PB306	481	220	6768	substitutions	268	8.99957016978294e-05	intron
PB306	481	220	1072	substitutions	7	1.48405698778833e-05	promoter
PB306	481	220	225	substitutions	7	7.07070707070707e-05	pseudogene
PB306	481	220	408	substitutions	5	2.78520499108734e-05	RNAs & TEs
PB306	482	226	1156	deletions	4	7.65532657623174e-06	3'UTR
PB306	482	226	343	deletions	1	6.45011481204365e-06	5'UTR
PB306	482	226	1042	deletions	3	6.36964313012756e-06	enhancer
PB306	482	226	5348	deletions	36	1.48926734665511e-05	intergenic
PB306	482	226	6806	deletions	59	1.91788089114498e-05	intron
PB306	482	226	1071	deletions	8	1.652578435504e-05	promoter
PB306	482	226	220	deletions	1	1.00563153660499e-05	pseudogene
PB306	482	226	411	deletions	4	2.15317701268221e-05	RNAs & TEs
PB306	482	226	1156	insertions	5	9.56915822028968e-06	3'UTR
PB306	482	226	343	insertions	2	1.29002296240873e-05	5'UTR
PB306	482	226	1042	insertions	2	4.24642875341838e-06	enhancer
PB306	482	226	5348	insertions	39	1.61337295887636e-05	intergenic
PB306	482	226	6806	insertions	55	1.78785506801651e-05	intron
PB306	482	226	1071	insertions	1	2.06572304437999e-06	promoter
PB306	482	226	220	insertions	2	2.01126307320998e-05	pseudogene
PB306	482	226	411	insertions	1	5.38294253170553e-06	RNAs & TEs
PB306	482	226	1156	substitutions	31	5.9328780965796e-05	3'UTR
PB306	482	226	343	substitutions	5	3.22505740602183e-05	5'UTR
PB306	482	226	1403	substitutions	1	1.5768990595374e-06	CDS
PB306	482	226	1042	substitutions	6	1.27392862602551e-05	enhancer
PB306	482	226	5348	substitutions	174	7.19812550883301e-05	intergenic
PB306	482	226	6806	substitutions	295	9.58940445572491e-05	intron
PB306	482	226	1071	substitutions	12	2.47886765325599e-05	promoter
PB306	482	226	220	substitutions	6	6.03378921962993e-05	pseudogene
PB306	482	226	411	substitutions	11	5.92123678487608e-05	RNAs & TEs
PB306	483	232	1157	deletions	9	1.67645218013292e-05	3'UTR
PB306	483	232	343	deletions	1	6.28330149793908e-06	5'UTR
PB306	483	232	5265	deletions	43	1.76015980613682e-05	intergenic
PB306	483	232	6760	deletions	76	2.422974903081e-05	intron
PB306	483	232	1070	deletions	5	1.00708991298743e-05	promoter
PB306	483	232	403	deletions	1	5.34782236673227e-06	RNAs & TEs
PB306	483	232	1157	insertions	5	9.31362322296069e-06	3'UTR
PB306	483	232	1035	insertions	2	4.16458437447943e-06	enhancer
PB306	483	232	5265	insertions	45	1.84202770409667e-05	intergenic
PB306	483	232	6760	insertions	61	1.94475617220975e-05	intron
PB306	483	232	214	insertions	1	1.00708991298743e-05	pseudogene
PB306	483	232	1157	substitutions	38	7.07835364945012e-05	3'UTR
PB306	483	232	343	substitutions	5	3.14165074896954e-05	5'UTR
PB306	483	232	1035	substitutions	6	1.24937531234383e-05	enhancer
PB306	483	232	5265	substitutions	162	6.63129973474801e-05	intergenic
PB306	483	232	6760	substitutions	289	9.21368088145276e-05	intron
PB306	483	232	1070	substitutions	7	1.4099258781824e-05	promoter
PB306	483	232	214	substitutions	8	8.05671930389945e-05	pseudogene
PB306	483	232	403	substitutions	9	4.81304013005904e-05	RNAs & TEs
PB306	484	233	1173	deletions	7	1.2806018096733e-05	3'UTR
PB306	484	233	1020	deletions	1	2.10384583017756e-06	enhancer
PB306	484	233	5350	deletions	49	1.96542457181822e-05	intergenic
PB306	484	233	6800	deletions	76	2.39838424640242e-05	intron
PB306	484	233	1072	deletions	6	1.20107616424316e-05	promoter
PB306	484	233	219	deletions	2	1.95974680071335e-05	pseudogene
PB306	484	233	1173	insertions	5	9.14715578338072e-06	3'UTR
PB306	484	233	341	insertions	1	6.29302858293582e-06	5'UTR
PB306	484	233	1407	insertions	1	1.52517608157862e-06	CDS
PB306	484	233	1020	insertions	2	4.20769166035513e-06	enhancer
PB306	484	233	5350	insertions	38	1.5242068107978e-05	intergenic
PB306	484	233	6800	insertions	61	1.92501893461247e-05	intron
PB306	484	233	1072	insertions	1	2.00179360707194e-06	promoter
PB306	484	233	219	insertions	1	9.79873400356674e-06	pseudogene
PB306	484	233	1173	substitutions	33	6.03712281703127e-05	3'UTR
PB306	484	233	341	substitutions	5	3.14651429146791e-05	5'UTR
PB306	484	233	1020	substitutions	5	1.05192291508878e-05	enhancer
PB306	484	233	5350	substitutions	165	6.61826641530624e-05	intergenic
PB306	484	233	6800	substitutions	281	8.86771017419843e-05	intron
PB306	484	233	1072	substitutions	11	2.20197296777913e-05	promoter
PB306	484	233	219	substitutions	8	7.83898720285339e-05	pseudogene
PB306	484	233	410	substitutions	13	6.80414529467183e-05	RNAs & TEs
PB306	486	229	1242	deletions	7	1.23058315577776e-05	3'UTR
PB306	486	229	1059	deletions	1	2.06176214687169e-06	enhancer
PB306	486	229	5654	deletions	28	1.08127646231056e-05	intergenic
PB306	486	229	7237	deletions	50	1.50850222021357e-05	intron
PB306	486	229	1084	deletions	2	4.02842456372162e-06	promoter
PB306	486	229	235	deletions	1	9.2910898448388e-06	pseudogene
PB306	486	229	1242	insertions	2	3.51595187365075e-06	3'UTR
PB306	486	229	360	insertions	1	6.06501698204755e-06	5'UTR
PB306	486	229	1059	insertions	2	4.12352429374338e-06	enhancer
PB306	486	229	5654	insertions	18	6.95106297199648e-06	intergenic
PB306	486	229	7237	insertions	15	4.5255066606407e-06	intron
PB306	486	229	1242	substitutions	49	8.61408209044435e-05	3'UTR
PB306	486	229	360	substitutions	7	4.24551188743328e-05	5'UTR
PB306	486	229	1059	substitutions	5	1.03088107343584e-05	enhancer
PB306	486	229	5654	substitutions	213	8.22542451686251e-05	intergenic
PB306	486	229	7237	substitutions	367	0.000110724062963676	intron
PB306	486	229	1084	substitutions	10	2.01421228186081e-05	promoter
PB306	486	229	235	substitutions	7	6.50376289138716e-05	pseudogene
PB306	486	229	432	substitutions	12	6.06501698204755e-05	RNAs & TEs
PB306	487	227	1172	deletions	7	1.31557186029379e-05	3'UTR
PB306	487	227	5439	deletions	29	1.17441904729507e-05	intergenic
PB306	487	227	6908	deletions	42	1.33918664180456e-05	intron
PB306	487	227	1093	deletions	3	6.04568116689707e-06	promoter
PB306	487	227	243	deletions	2	1.81287503852359e-05	pseudogene
PB306	487	227	1172	insertions	8	1.50351069747861e-05	3'UTR
PB306	487	227	353	insertions	1	6.23978235639141e-06	5'UTR
PB306	487	227	1086	insertions	3	6.08464964587339e-06	enhancer
PB306	487	227	5439	insertions	20	8.09944170548324e-06	intergenic
PB306	487	227	6908	insertions	30	9.56561887003257e-06	intron
PB306	487	227	1093	insertions	2	4.03045411126472e-06	promoter
PB306	487	227	1172	substitutions	22	4.13465441806618e-05	3'UTR
PB306	487	227	353	substitutions	6	3.74386941383485e-05	5'UTR
PB306	487	227	1086	substitutions	3	6.08464964587339e-06	enhancer
PB306	487	227	5439	substitutions	157	6.35806173880434e-05	intergenic
PB306	487	227	6908	substitutions	230	7.33364113369164e-05	intron
PB306	487	227	1093	substitutions	3	6.04568116689707e-06	promoter
PB306	487	227	243	substitutions	4	3.62575007704719e-05	pseudogene
PB306	487	227	438	substitutions	8	4.02309255124414e-05	RNAs & TEs
PB306	488	222	1157	deletions	6	1.16797869606858e-05	3'UTR
PB306	488	222	349	deletions	3	1.9360334546581e-05	5'UTR
PB306	488	222	1425	deletions	1	1.58052789631737e-06	CDS
PB306	488	222	1039	deletions	5	1.0838557518057e-05	enhancer
PB306	488	222	5169	deletions	45	1.96075355680695e-05	intergenic
PB306	488	222	6598	deletions	73	2.49188260706903e-05	intron
PB306	488	222	1065	deletions	4	8.45916338874085e-06	promoter
PB306	488	222	226	deletions	2	1.99314358606394e-05	pseudogene
PB306	488	222	414	deletions	3	1.63206684945815e-05	RNAs & TEs
PB306	488	222	1157	insertions	6	1.16797869606858e-05	3'UTR
PB306	488	222	1039	insertions	1	2.16771150361141e-06	enhancer
PB306	488	222	5169	insertions	56	2.4400488706931e-05	intergenic
PB306	488	222	6598	insertions	79	2.69669487614319e-05	intron
PB306	488	222	226	insertions	4	3.98628717212788e-05	pseudogene
PB306	488	222	414	insertions	1	5.44022283152718e-06	RNAs & TEs
PB306	488	222	1157	substitutions	28	5.45056724832006e-05	3'UTR
PB306	488	222	349	substitutions	7	4.51741139420223e-05	5'UTR
PB306	488	222	1039	substitutions	6	1.30062690216684e-05	enhancer
PB306	488	222	5169	substitutions	144	6.27441138178225e-05	intergenic
PB306	488	222	6598	substitutions	268	9.14828135197944e-05	intron
PB306	488	222	1065	substitutions	6	1.26887450831113e-05	promoter
PB306	488	222	226	substitutions	8	7.97257434425576e-05	pseudogene
PB306	488	222	414	substitutions	10	5.44022283152718e-05	RNAs & TEs
PB306	489	237	1184	deletions	6	1.06910708176531e-05	3'UTR
PB306	489	237	1048	deletions	3	6.03923084355976e-06	enhancer
PB306	489	237	5440	deletions	38	1.47369074211963e-05	intergenic
PB306	489	237	6918	deletions	52	1.58578550665237e-05	intron
PB306	489	237	1078	deletions	7	1.36993807879884e-05	promoter
PB306	489	237	231	deletions	1	9.13292052532559e-06	pseudogene
PB306	489	237	421	deletions	4	2.0044699680287e-05	RNAs & TEs
PB306	489	237	1184	insertions	1	1.78184513627552e-06	3'UTR
PB306	489	237	343	insertions	2	1.23014847892141e-05	5'UTR
PB306	489	237	1048	insertions	2	4.02615389570651e-06	enhancer
PB306	489	237	5440	insertions	27	1.04709605361132e-05	intergenic
PB306	489	237	6918	insertions	45	1.37231438075686e-05	intron
PB306	489	237	231	insertions	1	9.13292052532559e-06	pseudogene
PB306	489	237	421	insertions	1	5.01117492007176e-06	RNAs & TEs
PB306	489	237	1184	substitutions	42	7.48374957235717e-05	3'UTR
PB306	489	237	343	substitutions	3	1.84522271838211e-05	5'UTR
PB306	489	237	1048	substitutions	5	1.00653847392663e-05	enhancer
PB306	489	237	5440	substitutions	185	7.17454703400348e-05	intergenic
PB306	489	237	6918	substitutions	299	9.11826666325113e-05	intron
PB306	489	237	1078	substitutions	12	2.34846527794087e-05	promoter
PB306	489	237	231	substitutions	9	8.21962847279303e-05	pseudogene
PB306	489	237	421	substitutions	12	6.01340990408611e-05	RNAs & TEs
PB306	490	232	982	deletions	12	2.6336119109488e-05	3'UTR
PB306	490	232	328	deletions	1	6.57064760302775e-06	5'UTR
PB306	490	232	1029	deletions	4	8.37773533058544e-06	enhancer
PB306	490	232	4597	deletions	39	1.82840383158432e-05	intergenic
PB306	490	232	5759	deletions	97	3.63000041913407e-05	intron
PB306	490	232	1049	deletions	2	4.10900364879524e-06	promoter
PB306	490	232	195	deletions	1	1.105216622458e-05	pseudogene
PB306	490	232	982	insertions	6	1.3168059554744e-05	3'UTR
PB306	490	232	328	insertions	1	6.57064760302775e-06	5'UTR
PB306	490	232	1029	insertions	1	2.09443383264636e-06	enhancer
PB306	490	232	4597	insertions	69	3.23486831741841e-05	intergenic
PB306	490	232	5759	insertions	91	3.40546431073402e-05	intron
PB306	490	232	1049	insertions	2	4.10900364879524e-06	promoter
PB306	490	232	195	insertions	4	4.42086648983201e-05	pseudogene
PB306	490	232	376	insertions	1	5.73184152604549e-06	RNAs & TEs
PB306	490	232	982	substitutions	23	5.04775616265187e-05	3'UTR
PB306	490	232	328	substitutions	4	2.6282590412111e-05	5'UTR
PB306	490	232	1401	substitutions	1	1.53831007408501e-06	CDS
PB306	490	232	1029	substitutions	4	8.37773533058544e-06	enhancer
PB306	490	232	4597	substitutions	129	6.04779728908659e-05	intergenic
PB306	490	232	5759	substitutions	201	7.52195963140152e-05	intron
PB306	490	232	1049	substitutions	7	1.43815127707833e-05	promoter
PB306	490	232	195	substitutions	4	4.42086648983201e-05	pseudogene
PB306	490	232	376	substitutions	6	3.43910491562729e-05	RNAs & TEs
PB306	492	234	1198	deletions	11	1.96195939100781e-05	3'UTR
PB306	492	234	1413	deletions	2	3.02441916030026e-06	CDS
PB306	492	234	1047	deletions	5	1.02041649319586e-05	enhancer
PB306	492	234	5340	deletions	47	1.88066199302154e-05	intergenic
PB306	492	234	6871	deletions	73	2.27016309100431e-05	intron
PB306	492	234	1066	deletions	5	1.00222895720081e-05	promoter
PB306	492	234	226	deletions	2	1.89093109447092e-05	pseudogene
PB306	492	234	408	deletions	2	1.04742751801575e-05	RNAs & TEs
PB306	492	234	1198	insertions	3	5.3507983391122e-06	3'UTR
PB306	492	234	343	insertions	2	1.24591961326655e-05	5'UTR
PB306	492	234	1047	insertions	1	2.04083298639173e-06	enhancer
PB306	492	234	5340	insertions	42	1.68059156823202e-05	intergenic
PB306	492	234	6871	insertions	51	1.58600435124958e-05	intron
PB306	492	234	226	insertions	1	9.45465547235459e-06	pseudogene
PB306	492	234	408	insertions	2	1.04742751801575e-05	RNAs & TEs
PB306	492	234	1198	substitutions	36	6.42095800693464e-05	3'UTR
PB306	492	234	343	substitutions	5	3.11479903316638e-05	5'UTR
PB306	492	234	1047	substitutions	5	1.02041649319586e-05	enhancer
PB306	492	234	5340	substitutions	170	6.80239444284388e-05	intergenic
PB306	492	234	6871	substitutions	273	8.48978799786542e-05	intron
PB306	492	234	1066	substitutions	9	1.80401212296147e-05	promoter
PB306	492	234	226	substitutions	8	7.56372437788367e-05	pseudogene
PB306	492	234	408	substitutions	13	6.8082788671024e-05	RNAs & TEs
PB306	495	229	1153	deletions	5	9.4683699633006e-06	3'UTR
PB306	495	229	1054	deletions	5	1.03577140110869e-05	enhancer
PB306	495	229	5333	deletions	34	1.39200839790478e-05	intergenic
PB306	495	229	6778	deletions	74	2.38377179701603e-05	intron
PB306	495	229	1072	deletions	4	8.1470377370788e-06	promoter
PB306	495	229	227	deletions	1	9.61852913452475e-06	pseudogene
PB306	495	229	401	deletions	1	5.4449030262771e-06	RNAs & TEs
PB306	495	229	1153	insertions	4	7.57469597064048e-06	3'UTR
PB306	495	229	1054	insertions	2	4.14308560443476e-06	enhancer
PB306	495	229	5333	insertions	52	2.12895402032496e-05	intergenic
PB306	495	229	6778	insertions	64	2.06164047309495e-05	intron
PB306	495	229	1153	substitutions	35	6.62785897431042e-05	3'UTR
PB306	495	229	344	substitutions	4	2.53884431806642e-05	5'UTR
PB306	495	229	1054	substitutions	7	1.45007996155217e-05	enhancer
PB306	495	229	5333	substitutions	169	6.91910056605612e-05	intergenic
PB306	495	229	6778	substitutions	273	8.79418514304564e-05	intron
PB306	495	229	1072	substitutions	11	2.24043537769667e-05	promoter
PB306	495	229	227	substitutions	11	0.000105803820479772	pseudogene
PB306	495	229	401	substitutions	10	5.4449030262771e-05	RNAs & TEs
PB306	496	228	1135	deletions	5	9.66071566581652e-06	3'UTR
PB306	496	228	1444	deletions	1	1.51868591145454e-06	CDS
PB306	496	228	5246	deletions	35	1.46310304927397e-05	intergenic
PB306	496	228	6648	deletions	55	1.81429053982731e-05	intron
PB306	496	228	1090	deletions	6	1.2071463061323e-05	promoter
PB306	496	228	226	deletions	2	1.94069243906226e-05	pseudogene
PB306	496	228	411	deletions	1	5.33572373756776e-06	RNAs & TEs
PB306	496	228	1135	insertions	5	9.66071566581652e-06	3'UTR
PB306	496	228	1444	insertions	3	4.55605773436361e-06	CDS
PB306	496	228	1064	insertions	2	4.12214747394803e-06	enhancer
PB306	496	228	5246	insertions	36	1.50490599353894e-05	intergenic
PB306	496	228	6648	insertions	37	1.22052272679291e-05	intron
PB306	496	228	226	insertions	1	9.70346219531129e-06	pseudogene
PB306	496	228	1135	substitutions	21	4.05750057964294e-05	3'UTR
PB306	496	228	344	substitutions	4	2.5499796001632e-05	5'UTR
PB306	496	228	1064	substitutions	3	6.18322121092204e-06	enhancer
PB306	496	228	5246	substitutions	141	5.89421514136084e-05	intergenic
PB306	496	228	6648	substitutions	222	7.32313636075749e-05	intron
PB306	496	228	1090	substitutions	6	1.2071463061323e-05	promoter
PB306	496	228	226	substitutions	6	5.82207731718677e-05	pseudogene
PB306	496	228	411	substitutions	9	4.80215136381099e-05	RNAs & TEs
PB306	497	231	1175	deletions	5	9.21064750851985e-06	3'UTR
PB306	497	231	1410	deletions	1	1.53510791808664e-06	CDS
PB306	497	231	1031	deletions	1	2.09942014015729e-06	enhancer
PB306	497	231	5373	deletions	41	1.65167669355274e-05	intergenic
PB306	497	231	6886	deletions	71	2.23176958582128e-05	intron
PB306	497	231	1070	deletions	5	1.01144960958045e-05	promoter
PB306	497	231	230	deletions	1	9.41087897609637e-06	pseudogene
PB306	497	231	410	deletions	3	1.58378207158695e-05	RNAs & TEs
PB306	497	231	1175	insertions	3	5.52638850511191e-06	3'UTR
PB306	497	231	345	insertions	1	6.27391931739758e-06	5'UTR
PB306	497	231	1031	insertions	3	6.29826042047187e-06	enhancer
PB306	497	231	5373	insertions	40	1.61139189614902e-05	intergenic
PB306	497	231	6886	insertions	51	1.60310209685754e-05	intron
PB306	497	231	410	insertions	2	1.0558547143913e-05	RNAs & TEs
PB306	497	231	1175	substitutions	33	6.0790273556231e-05	3'UTR
PB306	497	231	345	substitutions	7	4.39174352217831e-05	5'UTR
PB306	497	231	1410	substitutions	2	3.07021583617328e-06	CDS
PB306	497	231	1031	substitutions	5	1.04971007007864e-05	enhancer
PB306	497	231	5373	substitutions	183	7.37211792488174e-05	intergenic
PB306	497	231	6886	substitutions	299	9.39857896000795e-05	intron
PB306	497	231	1070	substitutions	7	1.41602945341263e-05	promoter
PB306	497	231	230	substitutions	14	0.000131752305665349	pseudogene
PB306	497	231	410	substitutions	10	5.2792735719565e-05	RNAs & TEs
PB306	498	219	1181	deletions	5	9.66598231511876e-06	3'UTR
PB306	498	219	351	deletions	1	6.50457271461838e-06	5'UTR
PB306	498	219	1043	deletions	4	8.75591571555532e-06	enhancer
PB306	498	219	5388	deletions	36	1.52545992616774e-05	intergenic
PB306	498	219	6895	deletions	68	2.25164817335042e-05	intron
PB306	498	219	1075	deletions	7	1.48667303812254e-05	promoter
PB306	498	219	221	deletions	2	2.06615839170231e-05	pseudogene
PB306	498	219	1181	insertions	1	1.93319646302375e-06	3'UTR
PB306	498	219	1043	insertions	4	8.75591571555532e-06	enhancer
PB306	498	219	5388	insertions	37	1.56783381300573e-05	intergenic
PB306	498	219	6895	insertions	55	1.82118602256284e-05	intron
PB306	498	219	1075	insertions	4	8.4952745035574e-06	promoter
PB306	498	219	403	insertions	1	5.66527300950633e-06	RNAs & TEs
PB306	498	219	1181	substitutions	30	5.79958938907125e-05	3'UTR
PB306	498	219	351	substitutions	5	3.25228635730919e-05	5'UTR
PB306	498	219	1043	substitutions	4	8.75591571555532e-06	enhancer
PB306	498	219	5388	substitutions	182	7.71204740451468e-05	intergenic
PB306	498	219	6895	substitutions	302	9.99996688752686e-05	intron
PB306	498	219	1075	substitutions	8	1.69905490071148e-05	promoter
PB306	498	219	221	substitutions	9	9.29771276266039e-05	pseudogene
PB306	498	219	403	substitutions	11	6.23180031045696e-05	RNAs & TEs
PB306	500	227	1213	deletions	3	5.44759234576958e-06	3'UTR
PB306	500	227	1422	deletions	2	3.09795101519855e-06	CDS
PB306	500	227	1046	deletions	2	4.21155482180912e-06	enhancer
PB306	500	227	5542	deletions	36	1.43080393693652e-05	intergenic
PB306	500	227	7078	deletions	57	1.77381549580321e-05	intron
PB306	500	227	1096	deletions	3	6.02913276954243e-06	promoter
PB306	500	227	236	deletions	1	9.33323377883969e-06	pseudogene
PB306	500	227	1213	insertions	3	5.44759234576958e-06	3'UTR
PB306	500	227	1046	insertions	2	4.21155482180912e-06	enhancer
PB306	500	227	5542	insertions	26	1.0333583988986e-05	intergenic
PB306	500	227	7078	insertions	27	8.40228392748891e-06	intron
PB306	500	227	1096	insertions	1	2.00971092318081e-06	promoter
PB306	500	227	1213	substitutions	40	7.26345646102611e-05	3'UTR
PB306	500	227	353	substitutions	8	4.99182588511313e-05	5'UTR
PB306	500	227	1046	substitutions	6	1.26346644654273e-05	enhancer
PB306	500	227	5542	substitutions	185	7.35274245370157e-05	intergenic
PB306	500	227	7078	substitutions	331	0.000103005777036994	intron
PB306	500	227	1096	substitutions	10	2.00971092318081e-05	promoter
PB306	500	227	236	substitutions	12	0.000111998805346076	pseudogene
PB306	500	227	419	substitutions	12	6.30828593357375e-05	RNAs & TEs
mev-1	704	119	1372	deletions	23	7.04363378004263e-05	3'UTR
mev-1	704	119	1439	deletions	2	5.83972296354261e-06	CDS
mev-1	704	119	1066	deletions	7	2.7590773645293e-05	enhancer
mev-1	704	119	6184	deletions	74	5.02788437496603e-05	intergenic
mev-1	704	119	8609	deletions	152	7.41846279689713e-05	intron
mev-1	704	119	1085	deletions	5	1.93625837431747e-05	promoter
mev-1	704	119	274	deletions	3	4.60038029810464e-05	pseudogene
mev-1	704	119	484	deletions	6	5.20869504826724e-05	RNAs & TEs
mev-1	704	119	1372	insertions	19	5.81865399220913e-05	3'UTR
mev-1	704	119	374	insertions	2	2.24688806003685e-05	5'UTR
mev-1	704	119	1066	insertions	9	3.54738518296624e-05	enhancer
mev-1	704	119	6184	insertions	101	6.86238272799417e-05	intergenic
mev-1	704	119	8609	insertions	218	0.000106396374323919	intron
mev-1	704	119	1085	insertions	4	1.54900669945398e-05	promoter
mev-1	704	119	274	insertions	8	0.000122676807949457	pseudogene
mev-1	704	119	484	insertions	4	3.47246336551149e-05	RNAs & TEs
mev-1	704	119	1372	substitutions	2	6.1248989391675e-06	3'UTR
mev-1	704	119	1439	substitutions	1	2.9198614817713e-06	CDS
mev-1	704	119	6184	substitutions	10	6.79443834454869e-06	intergenic
mev-1	704	119	8609	substitutions	24	1.17133623108902e-05	intron
mev-1	706	120	1431	deletions	1	2.91171674819474e-06	3'UTR
mev-1	706	120	380	deletions	1	1.09649122807018e-05	5'UTR
mev-1	706	120	6632	deletions	15	9.42400482509047e-06	intergenic
mev-1	706	120	9375	deletions	42	1.86666666666667e-05	intron
mev-1	706	120	1120	deletions	2	7.44047619047619e-06	promoter
mev-1	706	120	508	deletions	2	1.64041994750656e-05	RNAs & TEs
mev-1	706	120	1431	insertions	4	1.16468669927789e-05	3'UTR
mev-1	706	120	380	insertions	1	1.09649122807018e-05	5'UTR
mev-1	706	120	1093	insertions	1	3.81213784690454e-06	enhancer
mev-1	706	120	6632	insertions	11	6.91093687173301e-06	intergenic
mev-1	706	120	9375	insertions	60	2.66666666666667e-05	intron
mev-1	706	120	1120	insertions	1	3.7202380952381e-06	promoter
mev-1	706	120	298	insertions	1	1.39821029082774e-05	pseudogene
mev-1	706	120	508	insertions	2	1.64041994750656e-05	RNAs & TEs
mev-1	706	120	6632	substitutions	2	1.25653397667873e-06	intergenic
mev-1	706	120	9375	substitutions	5	2.22222222222222e-06	intron
mev-1	711	117	1400	deletions	6	1.83150183150183e-05	3'UTR
mev-1	711	117	370	deletions	2	2.31000231000231e-05	5'UTR
mev-1	711	117	1073	deletions	4	1.5931050413809e-05	enhancer
mev-1	711	117	6378	deletions	39	2.61314936761785e-05	intergenic
mev-1	711	117	8979	deletions	139	6.61562639511186e-05	intron
mev-1	711	117	1100	deletions	5	1.94250194250194e-05	promoter
mev-1	711	117	285	deletions	1	1.49947518368571e-05	pseudogene
mev-1	711	117	1400	insertions	22	6.71550671550672e-05	3'UTR
mev-1	711	117	370	insertions	4	4.62000462000462e-05	5'UTR
mev-1	711	117	1073	insertions	1	3.98276260345226e-06	enhancer
mev-1	711	117	6378	insertions	59	3.95322596639624e-05	intergenic
mev-1	711	117	8979	insertions	155	7.37713734706718e-05	intron
mev-1	711	117	1100	insertions	3	1.16550116550117e-05	promoter
mev-1	711	117	285	insertions	3	4.49842555105713e-05	pseudogene
mev-1	711	117	487	insertions	4	3.51006511170782e-05	RNAs & TEs
mev-1	711	117	1400	substitutions	1	3.05250305250305e-06	3'UTR
mev-1	711	117	6378	substitutions	5	3.35019149694597e-06	intergenic
mev-1	711	117	8979	substitutions	20	9.51888689944153e-06	intron
mev-1	711	117	487	substitutions	1	8.77516277926956e-06	RNAs & TEs
mev-1	712	123	1415	deletions	4	1.14912809905484e-05	3'UTR
mev-1	712	123	381	deletions	1	1.0669398032563e-05	5'UTR
